job_title_short,job_posted_date,job_country,job_skills,salary_year_avg
Data Scientist,2023-01-23 20:10:41,India,"['python', 'sql', 'snowflake', 'electron']",147500.0
Senior Data Engineer,2023-06-30 16:13:43,Canada,"['sql', 'mongodb', 'mongodb', 'python', 'sql server', 'mysql', 'hadoop', 'gdpr', 'airflow', 'spark', 'kafka', 'linux', 'git', 'docker', 'kubernetes']",147500.0
Data Scientist,2023-03-03 06:45:01,United States,"['python', 'matlab', 'r', 'aws']",90000.0
Senior Data Analyst,2023-04-14 23:01:12,United States,"['sql', 'redshift', 'aws', 'oracle', 'airflow', 'spark', 'kafka', 'tableau', 'power bi', 'kubernetes']",145000.0
Data Analyst,2023-04-19 07:14:26,United States,"['sql', 'sas', 'sas', 'python']",90000.0
Senior Data Scientist,2023-07-26 22:17:32,Brazil,"['sql', 'azure', 'databricks']",79200.0
Data Scientist,2023-06-24 21:07:08,United States,"['python', 'r', 'sql', 'aws', 'azure', 'pandas', 'numpy', 'scikit-learn', 'hadoop', 'spark', 'tableau', 'power bi']",99000.0
Data Analyst,2023-11-08 18:00:36,United States,"['r', 'java', 'python', 'jupyter', 'github']",57058.0
Data Analyst,2023-05-14 00:38:10,Spain,"['looker', 'power bi']",111175.0
Data Engineer,2023-01-27 16:09:00,United States,"['java', 'scala', 'python', 'nosql', 'shell', 'mongo', 'cassandra', 'redshift', 'snowflake', 'aws', 'azure', 'databricks', 'hadoop', 'kafka', 'spark']",208114.0
Senior Data Engineer,2023-03-28 10:28:28,Canada,"['sql', 'sql server', 'postgresql', 'snowflake', 'aws', 'oracle', 'redshift', 'bigquery', 'tableau', 'power bi', 'qlik']",90000.0
Data Engineer,2023-03-24 20:55:50,France,"['scala', 'nosql', 'sql', 'python', 'java', 'aws', 'azure', 'gcp', 'snowflake', 'spark', 'hadoop', 'kafka', 'qlik', 'git', 'jenkins', 'ansible', 'docker', 'terraform']",97444.0
Data Scientist,2023-04-18 19:05:30,United States,['phoenix'],90200.0
Business Analyst,2023-11-30 09:01:57,United States,"['sql', 'python', 'excel']",74350.0
Senior Data Scientist,2023-05-13 21:21:24,United States,"['sql', 'c', 'go', 'looker', 'terminal']",157500.0
Data Engineer,2023-04-07 17:36:12,Poland,"['sql', 'python', 'mysql', 'postgresql', 'bigquery', 'snowflake', 'aws', 'gcp', 'spark', 'airflow', 'pyspark', 'github']",133500.0
Data Analyst,2023-08-31 00:00:49,United States,"['sql', 'javascript', 'excel', 'power bi', 'tableau']",65000.0
Data Engineer,2023-12-30 00:05:17,United States,"['java', 'javascript', 'c++', 'sas', 'sas', 'python', 'oracle', 'spring', 'tensorflow', 'tableau', 'docker', 'jenkins']",112500.0
Data Analyst,2023-10-06 16:37:00,United States,"['sql', 'snowflake', 'power bi', 'dax']",85000.0
Data Scientist,2023-04-18 12:01:27,United States,"['python', 'databricks', 'word', 'excel', 'powerpoint']",157500.0
Data Scientist,2023-03-09 19:07:04,United States,['azure'],155000.0
Data Engineer,2023-10-19 08:05:41,South Africa,"['sql', 't-sql', 'sql server', 'azure', 'ssis', 'sap', 'flow']",81900.0
Data Analyst,2023-04-18 21:00:51,United States,"['sql', 'excel']",47500.0
Senior Data Analyst,2023-06-22 07:00:22,United States,"['sql', 'tableau']",175000.0
Data Analyst,2023-02-15 15:00:18,United States,"['sql', 'looker', 'tableau']",111175.0
Data Scientist,2023-08-24 19:57:42,Sudan,"['sql', 'python', 'r', 'sql server', 'snowflake', 'oracle', 'aws', 'excel', 'powerpoint', 'tableau', 'qlik', 'power bi', 'alteryx']",102500.0
Data Analyst,2023-01-16 10:18:53,United States,"['sql', 'go', 'hadoop', 'alteryx']",125000.0
Senior Data Engineer,2023-08-25 18:10:44,United States,"['sql', 'spark', 'kafka', 'splunk', 'kubernetes', 'jenkins']",197500.0
Data Analyst,2023-03-24 07:00:59,United States,"['r', 'python']",94199.0
Data Engineer,2023-08-29 05:17:45,El Salvador,"['java', 'scala', 'sql', 'sql server', 'redshift', 'spark', 'hadoop', 'airflow']",90000.0
Senior Data Scientist,2023-05-24 12:48:33,Greece,"['python', 'r', 'sql', 'sql server', 'postgresql', 'mysql', 'oracle', 'linux']",90670.0
Senior Data Scientist,2023-10-11 04:03:43,United States,"['snowflake', 'databricks', 'azure', 'docker']",198000.0
Senior Data Analyst,2023-01-05 14:00:11,United States,"['sql', 'python', 'r', 'tableau', 'power bi', 'looker']",170000.0
Data Analyst,2023-01-26 13:03:57,United States,"['sql', 'ssis']",110000.0
Senior Data Analyst,2023-07-26 07:02:59,United States,"['python', 'sql', 'r']",184000.0
Data Analyst,2023-02-01 19:01:27,United States,"['excel', 'powerpoint', 'word', 'smartsheet']",56000.0
Data Engineer,2023-01-07 09:10:23,Portugal,"['sql', 'java', 'power bi', 'tableau', 'cognos', 'sap', 'excel']",80850.0
Data Scientist,2023-06-06 20:04:09,United States,"['python', 'r', 'java', 'scala', 'julia', 'hugging face', 'tableau', 'gitlab']",103719.0
Data Engineer,2023-02-17 09:10:31,United States,"['python', 'sql', 'go', 'databricks', 'aws', 'snowflake', 'oracle', 'pyspark', 'spark', 'kafka', 'tableau', 'cognos', 'power bi']",125000.0
Data Analyst,2023-08-08 13:28:55,Singapore,"['python', 'sql', 'numpy', 'pandas', 'zoom', 'slack']",100500.0
Software Engineer,2023-05-25 18:49:36,Bahamas,"['python', 'java', 'sql', 'go', 'scala', 'nosql', 'aws', 'azure', 'gcp', 'node', 'node.js', 'docker', 'kubernetes']",211000.0
Data Scientist,2023-04-19 09:04:08,United States,"['python', 'pandas', 'matplotlib']",125500.0
Data Scientist,2023-01-29 18:05:12,United States,"['sql', 'mysql', 'tableau', 'sheets']",110000.0
Senior Data Analyst,2023-07-14 10:01:00,United States,"['sql', 'vba', 'alteryx']",125000.0
Data Analyst,2023-05-26 22:00:43,United States,"['sql', 'sql server', 'azure', 'power bi', 'tableau', 'excel']",105000.0
Data Analyst,2023-02-17 18:40:41,Mexico,"['excel', 'tableau']",102500.0
Data Engineer,2023-03-31 14:08:51,United States,"['python', 'scala', 'sql', 'spark', 'pyspark']",130000.0
Senior Data Analyst,2023-09-12 15:01:26,United States,"['sql', 'excel', 'alteryx', 'tableau', 'power bi', 'powerpoint', 'sharepoint']",141400.0
Data Analyst,2023-01-17 03:56:27,Thailand,"['sql', 'python', 'r', 'java', 'sql server', 'pandas', 'tableau', 'excel', 'power bi']",111175.0
Data Engineer,2023-02-08 16:05:38,United States,"['java', 'nosql', 'typescript', 'css', 'html', 'cassandra', 'aws', 'snowflake', 'kafka', 'hadoop', 'unix', 'kubernetes']",155000.0
Senior Data Analyst,2023-04-15 19:00:12,United States,"['sas', 'sas', 'sql', 'r', 'python', 'snowflake', 'gcp']",112500.0
Data Engineer,2023-09-28 09:46:50,United States,"['sql', 'r', 'python', 'airflow', 'tableau']",169000.0
Machine Learning Engineer,2023-08-02 16:37:34,Israel,"['databricks', 'spark', 'kafka']",166000.0
Data Engineer,2023-01-12 14:38:53,United Kingdom,"['sql', 'aws', 'gcp', 'ssrs', 'tableau', 'looker']",131580.0
Data Analyst,2023-10-30 07:00:33,United States,"['sql', 'python', 'r', 'azure', 'power bi', 'tableau']",65000.0
Data Engineer,2023-04-05 07:36:20,United States,"['python', 'nosql', 'sql', 'java', 'dynamodb', 'aws', 'snowflake', 'azure', 'redshift', 'react', 'tableau', 'cognos', 'qlik', 'looker', 'jenkins', 'git', 'jira', 'confluence']",90000.0
Data Scientist,2023-04-07 06:33:35,United Kingdom,"['sql', 'c#', 'elasticsearch']",69962.5
Data Analyst,2023-12-13 21:01:15,United States,"['r', 'sas', 'sas']",67818.0
Senior Data Analyst,2023-06-08 20:00:20,United States,"['sql', 'power bi', 'planner']",86500.0
Data Engineer,2023-10-07 15:05:22,United States,"['java', 'javascript', 'css', 'python', 'sql', 'aws', 'azure', 'oracle', 'spring', 'react', 'graphql', 'angular']",110000.0
Data Engineer,2023-12-20 09:20:28,Canada,"['sql', 'shell', 'bash', 'python', 'c++', 'java', 'go', 'mysql', 'postgresql', 'sql server', 'oracle', 'hadoop', 'spark', 'kafka', 'node', 'linux', 'github', 'docker', 'kubernetes', 'ansible', 'git']",85000.0
Machine Learning Engineer,2023-06-30 10:29:26,France,"['python', 'pytorch', 'pandas', 'tensorflow']",69000.0
Data Scientist,2023-03-08 16:04:55,United States,"['r', 'python', 'sas', 'sas', 'spss']",97500.0
Machine Learning Engineer,2023-11-03 16:10:56,India,['excel'],183000.0
Data Scientist,2023-01-23 00:06:32,United States,"['python', 'sql', 'go', 'aws', 'snowflake', 'redshift', 'jupyter', 'airflow', 'tableau']",100000.0
Senior Data Scientist,2023-06-22 12:03:20,United States,"['python', 'r', 'sql', 'azure', 'power bi']",115000.0
Data Analyst,2023-03-10 20:01:25,United States,"['word', 'tableau']",53338.0
Data Engineer,2023-03-23 08:10:07,United States,"['python', 'sql', 'gcp', 'azure', 'pyspark', 'jenkins', 'git']",90000.0
Data Scientist,2023-07-05 12:13:18,Germany,"['r', 'python', 'spss']",56700.0
Senior Data Scientist,2023-02-22 07:00:32,United States,"['python', 'r', 'sql', 'c', 'go', 'looker', 'tableau']",190500.0
Data Scientist,2023-09-01 12:23:12,United States,"['sql', 'python', 'gdpr', 'linux', 'tableau', 'git']",125500.0
Data Engineer,2023-01-31 11:07:42,United States,"['python', 'c#', 'shell', 'sql', 'tableau', 'power bi', 'excel', 'visio']",115000.0
Senior Data Analyst,2023-08-01 23:02:47,United States,"['sql', 'java', 'sql server', 'db2', 'oracle', 'word', 'excel']",135000.0
Data Analyst,2023-06-06 19:27:20,United States,['express'],43030.0
Data Scientist,2023-09-07 09:02:55,United States,"['sql', 'python', 'r', 'sas', 'sas']",150000.0
Data Analyst,2023-02-25 07:01:27,United States,"['sql', 'python', 'sql server', 'oracle', 'aws', 'word', 'excel', 'alteryx', 'tableau']",90000.0
Senior Data Engineer,2023-06-17 10:38:49,United States,"['shell', 'python', 'sql', 'cassandra', 'aws', 'redshift', 'hadoop', 'spark', 'flow']",175000.0
Data Engineer,2023-02-16 00:15:35,United States,"['sql', 'snowflake', 'aws', 'react', 'terraform', 'github']",158000.0
Data Engineer,2023-09-28 17:54:39,Sudan,"['python', 'sql', 'snowflake', 'aws']",145000.0
Data Engineer,2023-10-11 16:35:47,United States,"['python', 'aws', 'snowflake', 'pyspark']",140000.0
Senior Data Engineer,2023-10-27 07:53:28,Namibia,"['sql', 'python', 'scala', 'aws', 'redshift', 'spark']",190000.0
Senior Data Engineer,2023-09-01 14:30:36,United States,['rust'],230000.0
Data Scientist,2023-10-09 15:41:20,Sudan,"['sql', 'java', 'python', 'mysql', 'gitlab']",85000.0
Data Scientist,2023-03-02 07:05:31,United States,"['python', 'r', 'java', 'aws', 'pyspark', 'express', 'git', 'jira']",150000.0
Data Engineer,2023-11-06 23:01:25,United States,"['python', 'scala', 'php', 'sql', 'aws', 'azure', 'hadoop', 'unix', 'bitbucket']",120000.0
Data Analyst,2023-04-12 12:28:28,Ireland,"['sql', 'tableau', 'unreal']",80850.0
Software Engineer,2023-07-06 10:16:46,Australia,"['golang', 'c#', 'python', 'typescript', 'go', 'aws']",257500.0
Business Analyst,2023-08-21 07:01:00,United States,"['go', 'excel']",75000.0
Data Scientist,2023-01-20 03:00:11,Philippines,"['python', 'sql', 'aws', 'git']",139216.0
Data Analyst,2023-01-25 21:02:28,United States,['excel'],65000.0
Data Scientist,2023-11-16 01:42:21,United States,"['python', 'sql', 'git']",97500.0
Data Engineer,2023-03-28 16:11:01,United States,"['scala', 'python', 'spark', 'airflow']",270000.0
Data Engineer,2023-04-25 19:08:48,United States,"['dynamodb', 'mysql', 'postgresql', 'aws', 'redshift', 'bigquery', 'snowflake', 'hadoop', 'spark']",160000.0
Data Analyst,2023-06-07 07:00:05,United States,"['snowflake', 'alteryx', 'tableau', 'power bi']",115000.0
Data Scientist,2023-08-14 23:04:43,United States,"['go', 'sas', 'sas', 'r', 'python', 'spss']",90500.0
Data Analyst,2023-04-03 19:42:09,South Africa,"['sql', 'powerpoint', 'excel', 'word', 'power bi']",69300.0
Data Scientist,2023-05-31 08:19:17,United Kingdom,"['python', 'sql', 'r', 'bash', 'aws', 'gcp', 'git', 'docker']",70000.0
Senior Data Engineer,2023-09-30 00:07:34,United States,"['python', 'aws', 'aurora']",180000.0
Data Analyst,2023-12-07 17:00:41,United States,"['python', 'scala', 'shell', 'aws', 'azure', 'redshift', 'snowflake', 'spark', 'hadoop']",100000.0
Data Scientist,2023-10-20 17:49:21,United States,"['python', 'sql', 'r', 'databricks', 'scikit-learn', 'tensorflow', 'pytorch', 'qlik']",112500.0
Data Analyst,2023-08-25 00:11:07,Armenia,"['sql', 'python', 'r', 'pandas', 'numpy', 'matplotlib', 'seaborn', 'tableau']",100500.0
Data Engineer,2023-02-14 02:15:44,Costa Rica,"['python', 'azure', 'aws', 'linux']",147500.0
Data Scientist,2023-07-29 07:02:40,United States,"['r', 'python', 'sql', 'tableau']",190000.0
Data Scientist,2023-11-07 20:02:18,United States,"['t-sql', 'sql', 'sql server', 'ssrs', 'ssis']",80000.0
Data Scientist,2023-04-12 04:24:16,Singapore,"['python', 'jupyter', 'pandas', 'scikit-learn', 'tensorflow', 'pytorch', 'powerpoint']",93600.0
Data Engineer,2023-07-17 22:49:35,Slovakia,"['python', 'java', 'sql', 'gcp', 'hadoop', 'spark', 'airflow']",147500.0
Data Analyst,2023-01-23 22:22:16,Singapore,"['excel', 'word', 'powerpoint', 'tableau']",111175.0
Software Engineer,2023-02-17 22:02:07,United States,"['sql', 'go', 'oracle', 'tableau', 'alteryx']",137500.0
Senior Data Analyst,2023-05-10 19:20:56,Spain,"['sql', 'python', 'r', 'matlab']",89100.0
Senior Data Engineer,2023-10-28 09:35:14,United States,"['sql', 'go', 'sql server', 'azure']",124087.0
Data Analyst,2023-07-05 22:12:02,Canada,"['sql', 'excel']",100500.0
Data Scientist,2023-10-19 07:24:56,United States,"['aws', 'spark', 'hadoop']",108415.5
Data Engineer,2023-04-30 10:11:42,United States,"['python', 'sql', 'nosql', 'java', 'c++', 'scala', 'cassandra', 'elasticsearch', 'sql server', 'aws', 'azure', 'gcp', 'redshift', 'hadoop', 'spark', 'kafka', 'airflow']",155000.0
Software Engineer,2023-07-11 13:03:59,Estonia,"['python', 'nosql', 'firebase', 'firebase', 'graphql', 'fastapi', 'docker']",75000.0
Data Scientist,2023-10-06 14:04:02,United States,"['sas', 'sas', 'sql', 'vba', 'spss']",114070.0
Data Analyst,2023-08-31 00:47:40,Sudan,"['sql', 'snowflake', 'looker']",97500.0
Data Scientist,2023-08-21 23:04:54,United States,"['go', 'sql', 'python', 'r', 'tableau', 'looker']",194000.0
Data Engineer,2023-02-13 18:09:49,United States,"['sql', 'python', 'powershell', 'go', 'sql server', 'azure', 'databricks', 'spark', 'tableau', 'ssis', 'power bi', 'flow', 'smartsheet']",132500.0
Data Scientist,2023-08-30 19:04:59,United States,['sql'],61000.0
Data Scientist,2023-03-23 13:05:07,United States,"['r', 'python', 'sql', 'github']",105700.0
Data Analyst,2023-04-28 10:57:37,United States,"['sas', 'sas', 'sql', 'vb.net', 'oracle']",90000.0
Senior Data Analyst,2023-01-09 12:59:54,United States,"['sql', 'bigquery', 'looker', 'tableau']",126000.0
Data Analyst,2023-05-17 02:16:38,India,"['sql', 'python', 'looker', 'power bi', 'tableau']",111175.0
Senior Data Analyst,2023-11-06 09:00:40,United States,"['sql', 'python', 'r', 'databricks', 'snowflake', 'looker', 'tableau']",114000.0
Senior Data Analyst,2023-04-12 19:00:33,United States,"['sql', 'python', 'tableau', 'alteryx', 'power bi']",112500.0
Data Scientist,2023-05-05 15:18:34,United States,"['python', 'java', 'gcp', 'aws']",100000.0
Senior Data Scientist,2023-03-12 20:07:40,United States,"['sql', 'python', 'r']",115150.0
Data Analyst,2023-04-26 12:34:06,Colombia,"['sql', 'sql server', 'spark']",165000.0
Data Scientist,2023-11-21 16:03:30,United States,"['python', 'sql', 'r', 'sas', 'sas', 'scikit-learn', 'pytorch', 'tensorflow', 'power bi']",122000.0
Machine Learning Engineer,2023-01-16 16:50:14,France,['python'],56700.0
Data Scientist,2023-07-07 22:22:18,Philippines,"['r', 'python', 'sql']",79200.0
Data Engineer,2023-04-19 16:15:26,India,"['java', 'hadoop', 'spark', 'kafka', 'airflow', 'yarn']",147500.0
Data Engineer,2023-07-17 10:23:42,Canada,"['snowflake', 'azure', 'power bi', 'tableau']",147500.0
Data Engineer,2023-06-12 10:06:33,Italy,"['python', 'java', 'sql', 'nosql', 'aws', 'oracle', 'pyspark', 'kafka', 'kubernetes']",97444.0
Business Analyst,2023-04-06 17:16:12,Costa Rica,"['sql', 'oracle', 'windows', 'unix', 'flow']",63000.0
Data Engineer,2023-06-15 20:24:13,United States,"['sql', 'nosql', 'python', 'java', 'c++', 'sql server', 'azure', 'tableau', 'power bi', 'excel', 'flow']",100000.0
Data Engineer,2023-05-31 20:13:38,India,"['sql', 'spark']",79200.0
Data Engineer,2023-08-18 10:29:57,Malaysia,"['python', 'sql', 'spark', 'hadoop']",134241.0
Data Scientist,2023-03-18 07:10:30,Germany,"['sql', 'python', 'hadoop', 'spark']",157500.0
Senior Data Scientist,2023-11-03 17:52:27,Sudan,"['sql', 'python']",227500.0
Senior Data Scientist,2023-01-28 04:03:59,United States,"['go', 'python', 'scala', 'java', 'sql', 'scikit-learn', 'spark']",205000.0
Data Engineer,2023-01-17 15:30:18,Argentina,"['python', 'c#', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'snowflake', 'redshift', 'kafka']",96773.0
Data Analyst,2023-06-21 02:00:05,Sudan,"['python', 'r']",100500.0
Data Engineer,2023-03-08 20:13:33,United States,"['python', 'javascript', 'sql', 'shell', 'azure', 'databricks', 'ssis', 'ssrs', 'tableau', 'power bi']",130000.0
Data Analyst,2023-02-02 14:03:52,United States,"['sql', 'python', 'cassandra', 'snowflake', 'databricks', 'azure', 'pyspark', 'spark', 'kafka', 'tableau']",121500.0
Data Scientist,2023-03-13 16:04:13,United States,"['sql', 'databricks', 'snowflake', 'azure', 'power bi']",190000.0
Data Analyst,2023-03-03 10:02:02,United States,"['sql', 'python', 'sas', 'sas', 'oracle', 'tableau', 'alteryx']",115000.0
Senior Data Analyst,2023-03-11 15:03:01,United States,"['sql', 'python', 'oracle', 'databricks', 'snowflake', 'aws', 'azure', 'pyspark', 'tableau']",148500.0
Data Analyst,2023-09-20 13:00:44,United States,"['crystal', 'sas', 'sas', 'go', 'tableau']",163500.0
Data Scientist,2023-01-12 08:06:13,United States,"['sql', 'python', 'scala', 'azure', 'databricks', 'pyspark', 'pytorch', 'tensorflow', 'spark', 'git', 'github']",90000.0
Machine Learning Engineer,2023-11-09 22:09:14,Israel,"['python', 'java', 'mysql', 'aws', 'snowflake', 'tensorflow', 'pytorch', 'scikit-learn', 'pyspark', 'numpy', 'pandas', 'matplotlib', 'planner']",30000.0
Data Analyst,2023-02-15 23:00:24,United States,"['mysql', 'power bi', 'tableau', 'spreadsheet', 'excel']",45000.0
Data Scientist,2023-07-25 16:05:18,United States,"['r', 'python', 'scala', 'sql', 'nosql', 'azure', 'excel']",125000.0
Data Analyst,2023-07-27 11:00:58,United States,['sharepoint'],107000.0
Software Engineer,2023-04-27 14:13:03,Sweden,['azure'],156500.0
Data Scientist,2023-10-19 07:23:10,United States,"['python', 'sql', 'azure']",106065.0
Data Scientist,2023-10-03 07:17:29,Sudan,"['python', 'sql', 'mysql', 'aws', 'pandas', 'numpy']",175000.0
Senior Data Engineer,2023-08-29 12:29:38,United States,"['scala', 'python', 'aws', 'oracle', 'databricks', 'spark', 'airflow', 'kubernetes']",119000.0
Data Scientist,2023-07-14 17:03:37,United States,"['sql', 'python', 'r', 'sql server', 'snowflake', 'oracle', 'excel', 'powerpoint', 'tableau', 'qlik', 'power bi', 'alteryx']",141500.0
Data Engineer,2023-05-08 10:18:57,Canada,"['sql', 'nosql', 'mongodb', 'mongodb', 'oracle', 'jenkins']",125000.0
Data Analyst,2023-03-07 07:03:43,United States,"['sql', 'r', 'python', 'hadoop', 'excel']",125000.0
Data Scientist,2023-02-19 21:21:08,South Africa,"['sas', 'sas', 'r', 'spss', 'power bi', 'tableau']",44100.0
Data Analyst,2023-02-21 12:32:53,United States,"['sql', 'python', 'c++', 'c#']",79000.0
Data Engineer,2023-08-14 11:08:56,United States,"['sql', 'python', 'scala', 'nosql', 'sas', 'sas', 'mysql', 'postgresql', 'redis', 'dynamodb', 'sql server', 'databricks', 'aws', 'redshift', 'oracle', 'spark', 'airflow', 'pyspark', 'tableau', 'git', 'gitlab', 'terraform', 'jira']",150000.0
Data Engineer,2023-01-26 15:50:39,United States,"['sql', 'python', 'aws', 'snowflake', 'pyspark', 'flow']",105000.0
Senior Data Scientist,2023-01-07 07:03:43,United States,"['python', 'sql', 'azure', 'databricks', 'pandas', 'numpy', 'seaborn', 'matplotlib', 'rshiny', 'tableau']",90000.0
Data Analyst,2023-08-07 15:18:40,United States,"['r', 'python', 'sql', 'mysql', 'oracle', 'tableau', 'spss', 'flow']",84000.0
Data Engineer,2023-12-29 07:08:17,United States,"['python', 'c++', 'html', 'pytorch', 'tensorflow', 'word']",100000.0
Data Scientist,2023-05-26 09:03:35,United States,['sql'],150000.0
Data Scientist,2023-11-26 00:09:08,United States,"['python', 'databricks', 'pytorch', 'mxnet', 'tensorflow', 'keras', 'pyspark']",152650.0
Senior Data Analyst,2023-06-27 16:46:09,Sudan,"['excel', 'word', 'outlook', 'powerpoint']",65000.0
Data Engineer,2023-04-12 20:28:17,Vietnam,"['sql', 'python', 'power bi']",165000.0
Senior Data Engineer,2023-06-23 10:26:40,United States,"['sql', 'azure', 'snowflake', 'kafka', 'qlik', 'kubernetes']",134000.0
Data Analyst,2023-02-14 17:01:27,United States,"['sql', 't-sql', 'css', 'c#', 'python', 'excel', 'tableau', 'power bi', 'ssrs', 'ssis']",137500.0
Data Analyst,2023-08-30 22:07:09,United States,"['excel', 'power bi']",85000.0
Data Scientist,2023-08-14 21:05:33,United States,"['python', 'r', 'sql', 'tableau']",132500.0
Data Analyst,2023-06-07 16:00:47,United States,"['sql', 'python', 'snowflake']",147500.0
Data Analyst,2023-09-04 22:28:28,Pakistan,['excel'],79200.0
Software Engineer,2023-06-27 22:01:17,United States,['windows'],120000.0
Data Engineer,2023-12-02 16:19:42,United States,"['scala', 'python', 'sql', 'aws', 'hadoop', 'spark']",110000.0
Data Analyst,2023-08-15 02:00:16,United States,"['tableau', 'terminal']",85000.0
Data Scientist,2023-01-10 16:21:27,United States,"['python', 'r', 'sql']",140000.0
Data Engineer,2023-04-25 17:40:52,United States,"['sql', 'snowflake']",135000.0
Data Engineer,2023-04-27 23:38:51,United States,"['go', 'python', 'mongodb', 'mongodb', 'pyspark', 'hadoop', 'spark', 'airflow']",146000.0
Senior Data Analyst,2023-11-02 18:13:37,India,['sap'],118640.0
Business Analyst,2023-02-27 17:38:06,United States,"['sheets', 'flow']",150000.0
Machine Learning Engineer,2023-05-31 18:03:34,Belgium,"['perl', 'python', 'matlab', 'r', 'bash', 'sql', 'nosql', 'mongodb', 'mongodb', 'cassandra', 'aws', 'azure', 'tensorflow', 'airflow', 'nltk', 'scikit-learn', 'linux', 'unix']",101029.0
Senior Data Scientist,2023-10-26 19:02:44,United States,"['sql', 'nosql', 'python', 'r', 'java', 'scala', 'aws', 'jenkins']",125350.0
Senior Data Scientist,2023-02-11 12:20:11,Canada,"['python', 'aws', 'gcp', 'azure', 'linux', 'macos', 'git']",90000.0
Senior Data Engineer,2023-01-23 22:08:39,United States,"['python', 'ruby', 'ruby', 'sql', 'golang', 'react', 'node']",170000.0
Data Scientist,2023-03-27 11:05:43,United States,"['sas', 'sas', 'r', 'python', 'sql', 'nosql', 'aws', 'azure']",125000.0
Data Scientist,2023-01-04 03:35:13,United States,"['python', 'r', 'azure', 'spark', 'hadoop']",115000.0
Data Engineer,2023-08-07 06:22:49,United States,"['azure', 'databricks', 'oracle', 'jira', 'confluence']",115000.0
Data Analyst,2023-12-05 14:01:22,United States,"['sql', 'sas', 'sas', 'tableau', 'excel', 'alteryx']",76842.0
Data Scientist,2023-12-05 12:13:40,United Kingdom,"['python', 'aws', 'gcp', 'pytorch', 'tensorflow', 'opencv', 'docker']",65000.0
Data Scientist,2023-12-07 20:03:11,United States,"['r', 'python', 'sql', 'power bi', 'tableau', 'excel', 'word', 'powerpoint']",170000.0
Data Engineer,2023-07-23 17:22:26,Sudan,"['python', 'scala', 'java', 'c', 'aws', 'snowflake', 'git', 'terraform']",109300.0
Data Scientist,2023-07-23 23:20:00,United States,"['scala', 'python', 'sql', 'azure', 'aws', 'gcp', 'spark', 'flow']",104770.0
Data Engineer,2023-08-07 19:32:35,United States,"['python', 'scala', 'sql', 'java', 'nosql', 'mongo', 'shell', 'mysql', 'cassandra', 'aws', 'azure', 'redshift', 'snowflake', 'spark', 'hadoop', 'kafka']",211000.0
Senior Data Scientist,2023-01-13 00:21:51,Sudan,"['sql', 'python', 'numpy', 'pandas', 'scikit-learn']",191000.0
Data Engineer,2023-03-07 04:05:21,Spain,"['oracle', 'spring', 'angular', 'jira']",56700.0
Data Scientist,2023-08-12 16:02:53,United States,"['r', 'python', 'matlab', 'sas', 'sas', 'snowflake', 'databricks', 'aws', 'pytorch', 'tensorflow', 'spark']",180000.0
Data Engineer,2023-05-17 15:24:42,United States,"['python', 'sql']",80000.0
Data Scientist,2023-06-14 10:02:53,United States,"['java', 'python', 'sql', 'hadoop', 'spark']",150000.0
Senior Data Scientist,2023-05-31 16:55:17,United States,"['python', 'java', 'r', 'sql']",153007.5
Data Engineer,2023-02-23 10:27:31,United States,"['scala', 'python', 'java', 'nosql', 'sql', 'mongo', 'shell', 'mysql', 'cassandra', 'snowflake', 'aws', 'azure', 'redshift', 'spark', 'hadoop', 'kafka']",208114.0
Senior Data Analyst,2023-04-12 08:59:52,United States,"['sql', 'tableau', 'looker']",90000.0
Data Scientist,2023-07-03 17:02:50,United States,"['python', 'scala', 'java', 'tensorflow', 'keras', 'pytorch', 'mxnet', 'spark', 'airflow', 'tableau', 'kubernetes']",182000.0
Data Engineer,2023-08-26 09:56:49,Sudan,"['java', 'aws', 'react']",160000.0
Senior Data Engineer,2023-02-11 08:10:44,United States,"['python', 'java', 'nosql', 'bash', 'shell', 'cassandra', 'mysql', 'hadoop', 'unix']",135000.0
Data Scientist,2023-01-25 17:41:16,Sudan,"['sql', 'python', 'mysql', 'redshift', 'bigquery', 'hadoop', 'spark', 'ggplot2', 'windows']",145000.0
Data Analyst,2023-01-26 01:00:09,United States,"['sql', 'tableau', 'power bi', 'excel', 'word']",56212.5
Data Engineer,2023-12-19 22:17:01,Malaysia,"['python', 'java', 'scala', 'postgresql', 'oracle', 'flow']",154000.0
Data Scientist,2023-03-16 15:39:38,Vietnam,"['python', 'tableau', 'word', 'outlook', 'powerpoint', 'excel', 'power bi', 'atlassian', 'git', 'bitbucket', 'confluence']",93600.0
Data Analyst,2023-07-07 10:43:19,United States,"['sap', 'power bi', 'excel', 'word', 'powerpoint', 'sharepoint']",95274.0
Senior Data Analyst,2023-07-12 11:01:08,United States,"['python', 'tableau']",119300.0
Data Scientist,2023-11-21 00:02:59,United States,"['python', 'sql', 'r', 'sas', 'sas', 'scikit-learn', 'pytorch', 'tensorflow', 'power bi']",122000.0
Data Engineer,2023-05-22 07:01:02,Canada,"['sql', 'python', 'postgresql', 'mysql', 'snowflake', 'bigquery', 'redshift', 'airflow']",90000.0
